Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"356680","AXGATE","KOSDAQ","Venture business","6650","-400","-5.67","7090","7150","6570","134492","913201975","189814221800","28543492"
"032080","AZTECHWB","KOSDAQ","Enterprise of middle standing","1292","-12","-0.92","1307","1331","1281","32657","42420681","27766409468","21491029"
"174900","AbClon","KOSDAQ","Enterprise of middle standing","57100","-3600","-5.93","61500","63500","55500","474174","28220826100","1137746621000","19925510"
"195990","Abpro Bio","KOSDAQ","Issues for administration(none market division)","1362","-42","-2.99","1404","1418","1352","200861","275686244","38774739864","28468972"
"950130","Access Bio","KOSDAQ","Foreign company(none market division)","2770","-100","-3.48","2875","2920","2720","61002","170983921","104506094640","37727832"
"088800","Ace Technologies","KOSDAQ","Enterprise of middle standing","3915","-435","-10.00","4410","4450","3850","2079124","8532102932","295607689110","75506434"
"003800","AceBed","KOSDAQ","Blue chip company","33850","-250","-0.73","34250","34250","33500","6436","217595100","375396500000","11090000"
"0007C0","Acryl","KOSDAQ","New growth company","31000","-2550","-7.60","34250","35200","30500","294721","9601036575","248940044000","8030324"
"290740","ActRo","KOSDAQ","Venture business","17180","-770","-4.29","18160","18890","16800","198028","3438432730","172916888980","10065011"
"060900","Agent AI","KOSDAQ","Enterprise of middle standing","419","-48","-10.28","488","499","403","9734614","4288151939","33445195092","79821468"
"462980","Aiji net","KOSDAQ","New growth company","2220","-110","-4.72","2335","2360","2205","150649","339951250","40480450140","18234437"
"0009K0","Aimed Bio","KOSDAQ","New growth company","49150","-450","-0.91","54300","54400","47950","367060","18548532900","3178587563150","64671161"
"298690","AirBusan","KOSPI",,"1812","-39","-2.11","1852","1858","1786","405461","733408155","211351680000","116640000"
"347860","Alchera","KOSDAQ","Venture business","1781","-165","-8.48","1946","1990","1780","319306","587171935","68944221541","38710961"
"238120","Aligned","KOSDAQ","New growth company","3975","-375","-8.62","4400","4400","3965","77610","316326160","57156111600","14378896"
"043100","Alpha AI","KOSDAQ","Venture business","505","-48","-8.68","553","584","494","1352745","696043077","10155590400","20110080"
"117670","Alphachips","KOSDAQ","Enterprise of middle standing","13910","-730","-4.99","14670","14670","13630","18540","258865435","92664831220","6661742"
"196170","Alteogen","KOSDAQ GLOBAL","Blue chip company","352000","-8000","-2.22","362000","369500","342000","339464","120046855750","18843912736000","53533843"
"085810","Alticast","KOSDAQ","Enterprise of middle standing","443","-12","-2.64","455","460","439","99592","44657290","29036891733","65546031"
"123750","Alton","KOSDAQ","Enterprise of middle standing","2815","420","17.54","2400","3095","2400","2246804","6144070599","38901214085","13819259"
"900100","Ameridge","KOSDAQ","Foreign company(none market division)","382","6","1.60","379","382","365","117679","44002136","20154511764","52760502"
"092040","Amicogen","KOSDAQ","New growth company","1575","-75","-4.55","1687","1688","1554","1003593","1606835909","111282234525","70655387"
"357580","Amosense","KOSDAQ","New growth company","19030","-1220","-6.02","20250","20900","18620","155944","3061136605","221783155880","11654396"
"052710","Amotech","KOSDAQ","Enterprise of middle standing","14950","0","0.00","15440","15650","14110","1127395","16975628150","218495879550","14615109"
"008700","AnamElec","KOSPI",,"1548","-16","-1.02","1564","1570","1534","2226701","3455283817","119389221360","77124820"
"025980","Ananti","KOSDAQ","Blue chip company","6770","-340","-4.78","7130","7170","6670","1065467","7350327090","641115858720","94699536"
"251280","AngioLab","KONEX","General Company-Division","2250","80","3.69","2295","2295","2110","844","1806535","7856707500","3491870"
"390110","Anymedi","KONEX","General Company-Division","378","-1","-0.26","377","378","377","362","136816","3461363766","9157047"
"397030","AprilBio","KOSDAQ","New growth company","51600","-4800","-8.51","57800","58200","50100","355223","18715191050","1204479501600","23342626"
"007460","Aprogen","KOSPI",,"301","-15","-4.75","317","326","297","4264664","1305519872","99120814030","329305030"
"003060","Aprogen Biologics","KOSPI",,"280","-9","-3.11","292","305","276","1792811","508341642","55554196600","198407845"
"293780","Aptabio","KOSDAQ","New growth company","6880","-370","-5.10","7230","7400","6800","129274","905784775","193282626400","28093405"
"291650","Aptamer Sciences","KOSDAQ","New growth company","1940","30","1.57","1953","1980","1857","324247","623826947","78098758480","40257092"
"203690","Ark Solutions","KOSDAQ","Issues for administration(none market division)","4425","0","0.00","0","0","0","0","0","89196141000","20157320"
"260660","Arlico","KOSDAQ","Enterprise of middle standing","3360","-65","-1.90","3430","3520","3305","41289","139674650","51498790560","15327021"
"096690","Aroot","KOSDAQ","Enterprise of middle standing","1128","-56","-4.73","1184","1196","1112","49743","56909033","27226595784","24137053"
"321820","Artist Company","KOSDAQ","New growth company","3570","-215","-5.68","3785","3955","3460","40062","146547440","55661212320","15591376"
"200350","Artist Studio","KOSDAQ","New growth company","4450","-190","-4.09","4640","4745","4360","22288","100789195","44482311250","9996025"
"012170","Ascendio","KOSPI",,"1261","-49","-3.74","1318","1318","1261","35710","45956418","24454946256","19393296"
"002310","AsiaPaprMfg","KOSPI",,"8500","-230","-2.63","8760","8790","8380","228178","1941729920","344101335000","40482510"
"020560","Asiana Airlines","KOSPI",,"6900","-190","-2.68","7160","7160","6560","91771","638883865","1421335905900","205990711"
"267850","AsianaIDT","KOSPI",,"10220","-290","-2.76","10490","10650","10140","28355","291841735","113442000000","11100000"
"021080","Atinum Investment","KOSDAQ","Blue chip company","2935","-155","-5.02","3095","3105","2865","354045","1046058374","140880000000","48000000"
"067170","Autech","KOSDAQ","Enterprise of middle standing","1782","-58","-3.15","1825","1850","1772","35686","64622423","42947137332","24100526"
"331740","Autocrypt","KOSDAQ","New growth company","14500","-790","-5.17","15690","15690","13940","118308","1721086220","140918119500","9718491"
"230980","B.U Tech","KOSDAQ","Issues for administration(none market division)","229","0","0.00","0","0","0","0","0","21370407553","93320557"
"307870","B2En","KOSDAQ","Venture business","1188","-91","-7.11","1279","1311","1188","532294","652598354","70762639068","59564511"
"267790","BARREL","KOSDAQ","Venture business","3325","-40","-1.19","3360","3375","3325","28040","93727515","25566952425","7689309"
"354390","BASKHANBIO","KONEX","General Company-Division","4800","5","0.10","4795","4800","4500","57","270335","33687585600","7018247"
"318410","BBC","KOSDAQ","Enterprise of middle standing","7360","-140","-1.87","7440","7500","7120","13917","101289890","40886588480","5555243"
"451250","BBIA","KOSDAQ","Venture business","8010","-440","-5.21","8450","8500","8010","26296","214036960","81909274770","10225877"
"146320","BCNC","KOSDAQ","Venture business","12470","-920","-6.87","13500","13700","12320","63816","809907050","159590099810","12797923"
"200780","BCWORLDPHARM","KOSDAQ","Enterprise of middle standing","4540","-35","-0.77","4575","4620","4460","6745","30422495","44202529600","9736240"
"406820","BEAUTYSKIN","KOSDAQ","Venture business","1774","-130","-6.83","1904","1925","1756","194680","352930030","25077542518","14136157"
"148780","BECU AI","KOSDAQ","New growth company","1084","-75","-6.47","1169","1172","1081","140779","156346043","34087165900","31445725"
"206400","BENO TNR","KOSDAQ","Enterprise of middle standing","1176","-24","-2.00","1200","1200","1150","37445","43959198","44111945808","37510158"
"139050","BFLS","KOSDAQ","Issues for administration(none market division)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"046310","BG T&A","KOSDAQ","Blue chip company","2855","-85","-2.89","2970","2990","2850","78623","226640185","46875220055","16418641"
"027410","BGF","KOSPI",,"4570","-150","-3.18","4680","4810","4560","411041","1912426585","437425734870","95716791"
"126600","BGF Ecomaterials","KOSDAQ","Blue chip company","4345","-445","-9.29","4750","5300","4305","6654918","31957667924","272722176155","62766899"
"282330","BGF Retail","KOSPI",,"134800","-2800","-2.03","137300","139400","132700","80800","10877220150","2329870528800","17283906"
"090460","BH","KOSPI",,"21250","-750","-3.41","22700","23100","20850","560134","12062076200","716370182500","33711538"
"382900","BHF","KOSDAQ","Venture business","26500","-1100","-3.99","28000","28400","26200","53266","1442553925","232166500000","8761000"
"083650","BHI","KOSDAQ","Enterprise of middle standing","91200","-8400","-8.43","100400","102000","88900","542060","50730865900","2822127000000","30944375"
"238200","BIFIDO","KOSDAQ","Venture business","2865","-30","-1.04","2895","2900","2790","22398","63527305","23435700000","8180000"
"251120","BIO-FD&C","KOSDAQ","New growth company","13420","-460","-3.31","14090","14210","13240","33909","460560730","116696294000","8695700"
"489460","BIOBIJOU","KOSDAQ","Venture business","7800","-470","-5.68","8270","8380","7690","69556","551093095","117346554000","15044430"
"314930","BIODYNE","KOSDAQ","New growth company","12000","-600","-4.76","12650","12880","11900","74461","911361410","357169236000","29764103"
"064550","BIONEER","KOSDAQ","Venture business","10490","-780","-6.92","11320","11490","10450","148947","1608844705","270749952590","25810291"
"188040","BIOPORT","KOSDAQ","Venture business","5900","-130","-2.16","5950","6150","5630","21192","123736880","27607917200","4679308"
"199290","BIOPROTECH","KONEX","General Company-Division","384","3","0.79","375","384","375","1013","379992","6268873728","16325192"
"419540","BISTOS","KOSDAQ","Venture business","860","-40","-4.44","891","898","860","156945","138663291","19773559460","22992511"
"032850","BITComputer","KOSDAQ","Venture business","5210","-190","-3.52","5440","5440","5210","98665","520666130","86607356530","16623293"
"377030","BITMAX","KOSDAQ","Issues for administration(none market division)","675","-19","-2.74","695","706","665","187625","126774854","28874772000","42777440"
"049470","BITPLANET","KOSDAQ","Enterprise of middle standing","658","-26","-3.80","682","695","657","194576","130138768","77462719684","117724498"
"050090","BK Holdings","KOSDAQ","More significant investment(none market division)","731","-31","-4.07","789","796","721","162435","120845650","14462641285","19784735"
"478560","BLACK YAK I&C","KOSDAQ","Venture business","3030","-130","-4.11","3170","3190","3030","54179","166759025","78265802940","25830298"
"065170","BLPT","KOSDAQ","More significant investment(none market division)","2950","-210","-6.65","3165","3230","2900","1051168","3161659091","82345689350","27913793"
"033560","BLUECOM","KOSDAQ","Enterprise of middle standing","3185","-135","-4.07","3345","3345","3185","66716","217240575","54463500000","17100000"
"439580","BLUEMTEC","KOSDAQ","New growth company","3320","-165","-4.73","3505","3755","3300","465146","1618250127","112370536040","33846547"
"191600","BLUETOP","KONEX","General Company-Division","7700","540","7.54","8000","8000","6500","22","148100","22013745600","2858928"
